instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
291235333,1137638,BANKEX26JAN61400PE,"BANKEX",0,2026-01-29,61400,0.05,30,PE,BFO-OPT,BFO
291236101,1137641,BANKEX26JAN63700PE,"BANKEX",0,2026-01-29,63700,0.05,30,PE,BFO-OPT,BFO
291259909,1137734,BANKEX26JAN71400PE,"BANKEX",0,2026-01-29,71400,0.05,30,PE,BFO-OPT,BFO
291301637,1137897,BANKEX26JAN59600CE,"BANKEX",0,2026-01-29,59600,0.05,30,CE,BFO-OPT,BFO
291324165,1137985,BANKEX26JAN65000CE,"BANKEX",0,2026-01-29,65000,0.05,30,CE,BFO-OPT,BFO
291325189,1137989,BANKEX26JAN67300CE,"BANKEX",0,2026-01-29,67300,0.05,30,CE,BFO-OPT,BFO
291326981,1137996,BANKEX26JAN69600CE,"BANKEX",0,2026-01-29,69600,0.05,30,CE,BFO-OPT,BFO
291329797,1138007,BANKEX26JAN72000PE,"BANKEX",0,2026-01-29,72000,0.05,30,PE,BFO-OPT,BFO
291338245,1138040,BANKEX26JAN61300CE,"BANKEX",0,2026-01-29,61300,0.05,30,CE,BFO-OPT,BFO
291342853,1138058,BANKEX26JAN63600CE,"BANKEX",0,2026-01-29,63600,0.05,30,CE,BFO-OPT,BFO
291345413,1138068,BANKEX26JAN65900CE,"BANKEX",0,2026-01-29,65900,0.05,30,CE,BFO-OPT,BFO
291370757,1138167,BANKEX26JAN59000PE,"BANKEX",0,2026-01-29,59000,0.05,30,PE,BFO-OPT,BFO
291372549,1138174,BANKEX26JAN71300CE,"BANKEX",0,2026-01-29,71300,0.05,30,CE,BFO-OPT,BFO
291399173,1138278,BANKEX26JAN59900PE,"BANKEX",0,2026-01-29,59900,0.05,30,PE,BFO-OPT,BFO
291403269,1138294,BANKEX26JAN69000PE,"BANKEX",0,2026-01-29,69000,0.05,30,PE,BFO-OPT,BFO
291418373,1138353,BANKEX26JAN63000PE,"BANKEX",0,2026-01-29,63000,0.05,30,PE,BFO-OPT,BFO
291420677,1138362,BANKEX26JAN65300PE,"BANKEX",0,2026-01-29,65300,0.05,30,PE,BFO-OPT,BFO
291425797,1138382,BANKEX26JAN67600PE,"BANKEX",0,2026-01-29,67600,0.05,30,PE,BFO-OPT,BFO
291427333,1138388,BANKEX26JAN69900PE,"BANKEX",0,2026-01-29,69900,0.05,30,PE,BFO-OPT,BFO
291449605,1138475,BANKEX26JAN61600PE,"BANKEX",0,2026-01-29,61600,0.05,30,PE,BFO-OPT,BFO
291450885,1138480,BANKEX26JAN63900PE,"BANKEX",0,2026-01-29,63900,0.05,30,PE,BFO-OPT,BFO
291481605,1138600,BANKEX26JAN71600PE,"BANKEX",0,2026-01-29,71600,0.05,30,PE,BFO-OPT,BFO
291537925,1138820,BANKEX26JAN65200CE,"BANKEX",0,2026-01-29,65200,0.05,30,CE,BFO-OPT,BFO
291540741,1138831,BANKEX26JAN67500CE,"BANKEX",0,2026-01-29,67500,0.05,30,CE,BFO-OPT,BFO
291542533,1138838,BANKEX26JAN69800CE,"BANKEX",0,2026-01-29,69800,0.05,30,CE,BFO-OPT,BFO
291549957,1138867,BANKEX26JAN61500CE,"BANKEX",0,2026-01-29,61500,0.05,30,CE,BFO-OPT,BFO
291552005,1138875,BANKEX26JAN63800CE,"BANKEX",0,2026-01-29,63800,0.05,30,CE,BFO-OPT,BFO
291581701,1138991,BANKEX26JAN59200PE,"BANKEX",0,2026-01-29,59200,0.05,30,PE,BFO-OPT,BFO
291583237,1138997,BANKEX26JAN71500CE,"BANKEX",0,2026-01-29,71500,0.05,30,CE,BFO-OPT,BFO
291605765,1139085,BANKEX26JAN57800PE,"BANKEX",0,2026-01-29,57800,0.05,30,PE,BFO-OPT,BFO
291615237,1139122,BANKEX26JAN69200PE,"BANKEX",0,2026-01-29,69200,0.05,30,PE,BFO-OPT,BFO
291631109,1139184,BANKEX26JAN58500CE,"BANKEX",0,2026-01-29,58500,0.05,30,CE,BFO-OPT,BFO
291635717,1139202,BANKEX26JAN63200PE,"BANKEX",0,2026-01-29,63200,0.05,30,PE,BFO-OPT,BFO
291635973,1139203,BANKEX26JAN65500PE,"BANKEX",0,2026-01-29,65500,0.05,30,PE,BFO-OPT,BFO
291637509,1139209,BANKEX26JAN67800PE,"BANKEX",0,2026-01-29,67800,0.05,30,PE,BFO-OPT,BFO
291668741,1139331,BANKEX26JAN61800PE,"BANKEX",0,2026-01-29,61800,0.05,30,PE,BFO-OPT,BFO
291711749,1139499,BANKEX26JAN71800PE,"BANKEX",0,2026-01-29,71800,0.05,30,PE,BFO-OPT,BFO
291729925,1139570,BANKEX26JAN59100CE,"BANKEX",0,2026-01-29,59100,0.05,30,CE,BFO-OPT,BFO
291763461,1139701,BANKEX26JAN58800PE,"BANKEX",0,2026-01-29,58800,0.05,30,PE,BFO-OPT,BFO
291765765,1139710,BANKEX26JAN69100CE,"BANKEX",0,2026-01-29,69100,0.05,30,CE,BFO-OPT,BFO
291785477,1139787,BANKEX26JAN63100CE,"BANKEX",0,2026-01-29,63100,0.05,30,CE,BFO-OPT,BFO
291787781,1139796,BANKEX26JAN65400CE,"BANKEX",0,2026-01-29,65400,0.05,30,CE,BFO-OPT,BFO
291790853,1139808,BANKEX26JAN67700CE,"BANKEX",0,2026-01-29,67700,0.05,30,CE,BFO-OPT,BFO
291820293,1139923,BANKEX26JAN61700CE,"BANKEX",0,2026-01-29,61700,0.05,30,CE,BFO-OPT,BFO
291865861,1140101,BANKEX26JAN59400PE,"BANKEX",0,2026-01-29,59400,0.05,30,PE,BFO-OPT,BFO
291870469,1140119,BANKEX26JAN71700CE,"BANKEX",0,2026-01-29,71700,0.05,30,CE,BFO-OPT,BFO
291922181,1140321,BANKEX26JAN67100PE,"BANKEX",0,2026-01-29,67100,0.05,30,PE,BFO-OPT,BFO
291927813,1140343,BANKEX26JAN69400PE,"BANKEX",0,2026-01-29,69400,0.05,30,PE,BFO-OPT,BFO
291952901,1140441,BANKEX26JAN58700CE,"BANKEX",0,2026-01-29,58700,0.05,30,CE,BFO-OPT,BFO
291966725,1140495,BANKEX26JAN61100PE,"BANKEX",0,2026-01-29,61100,0.05,30,PE,BFO-OPT,BFO
291971077,1140512,BANKEX26JAN63400PE,"BANKEX",0,2026-01-29,63400,0.05,30,PE,BFO-OPT,BFO
291977733,1140538,BANKEX26JAN65700PE,"BANKEX",0,2026-01-29,65700,0.05,30,PE,BFO-OPT,BFO
292020741,1140706,BANKEX26JAN66400CE,"BANKEX",0,2026-01-29,66400,0.05,30,CE,BFO-OPT,BFO
292024069,1140719,BANKEX26JAN68700CE,"BANKEX",0,2026-01-29,68700,0.05,30,CE,BFO-OPT,BFO
292035589,1140764,BANKEX26JAN71100PE,"BANKEX",0,2026-01-29,71100,0.05,30,PE,BFO-OPT,BFO
292075525,1140920,BANKEX26JAN62700CE,"BANKEX",0,2026-01-29,62700,0.05,30,CE,BFO-OPT,BFO
292183301,1141341,BANKEX26JAN67000CE,"BANKEX",0,2026-01-29,67000,0.05,30,CE,BFO-OPT,BFO
292210181,1141446,BANKEX26JAN61000CE,"BANKEX",0,2026-01-29,61000,0.05,30,CE,BFO-OPT,BFO
292215557,1141467,BANKEX26JAN63300CE,"BANKEX",0,2026-01-29,63300,0.05,30,CE,BFO-OPT,BFO
292254725,1141620,BANKEX26JAN71000CE,"BANKEX",0,2026-01-29,71000,0.05,30,CE,BFO-OPT,BFO
292284677,1141737,BANKEX26JAN71900CE,"BANKEX",0,2026-01-29,71900,0.05,30,CE,BFO-OPT,BFO
292304645,1141815,BANKEX26JAN58000CE,"BANKEX",0,2026-01-29,58000,0.05,30,CE,BFO-OPT,BFO
292311301,1141841,BANKEX26JAN65000PE,"BANKEX",0,2026-01-29,65000,0.05,30,PE,BFO-OPT,BFO
292314117,1141852,BANKEX26JAN67300PE,"BANKEX",0,2026-01-29,67300,0.05,30,PE,BFO-OPT,BFO
292316165,1141860,BANKEX26JAN69600PE,"BANKEX",0,2026-01-29,69600,0.05,30,PE,BFO-OPT,BFO
292340741,1141956,BANKEX26JAN58900CE,"BANKEX",0,2026-01-29,58900,0.05,30,CE,BFO-OPT,BFO
292345349,1141974,BANKEX26JAN61300PE,"BANKEX",0,2026-01-29,61300,0.05,30,PE,BFO-OPT,BFO
292346373,1141978,BANKEX26JAN63600PE,"BANKEX",0,2026-01-29,63600,0.05,30,PE,BFO-OPT,BFO
292347397,1141982,BANKEX26JAN65900PE,"BANKEX",0,2026-01-29,65900,0.05,30,PE,BFO-OPT,BFO
292347653,1141983,BANKEX26JAN68000CE,"BANKEX",0,2026-01-29,68000,0.05,30,CE,BFO-OPT,BFO
292375045,1142090,BANKEX26JAN64300CE,"BANKEX",0,2026-01-29,64300,0.05,30,CE,BFO-OPT,BFO
292378373,1142103,BANKEX26JAN66600CE,"BANKEX",0,2026-01-29,66600,0.05,30,CE,BFO-OPT,BFO
292381957,1142117,BANKEX26JAN68900CE,"BANKEX",0,2026-01-29,68900,0.05,30,CE,BFO-OPT,BFO
292385541,1142131,BANKEX26JAN71300PE,"BANKEX",0,2026-01-29,71300,0.05,30,PE,BFO-OPT,BFO
292403205,1142200,BANKEX26JAN60600CE,"BANKEX",0,2026-01-29,60600,0.05,30,CE,BFO-OPT,BFO
292403461,1142201,BANKEX26JAN62900CE,"BANKEX",0,2026-01-29,62900,0.05,30,CE,BFO-OPT,BFO
292434437,1142322,BANKEX26JAN58300PE,"BANKEX",0,2026-01-29,58300,0.05,30,PE,BFO-OPT,BFO
292481285,1142505,BANKEX26JAN68300PE,"BANKEX",0,2026-01-29,68300,0.05,30,PE,BFO-OPT,BFO
292493573,1142553,BANKEX26JAN61200CE,"BANKEX",0,2026-01-29,61200,0.05,30,CE,BFO-OPT,BFO
292512517,1142627,BANKEX26JAN64600PE,"BANKEX",0,2026-01-29,64600,0.05,30,PE,BFO-OPT,BFO
292513029,1142629,BANKEX26JAN66900PE,"BANKEX",0,2026-01-29,66900,0.05,30,PE,BFO-OPT,BFO
292530693,1142698,BANKEX26JAN60900PE,"BANKEX",0,2026-01-29,60900,0.05,30,PE,BFO-OPT,BFO
292531717,1142702,BANKEX26JAN71200CE,"BANKEX",0,2026-01-29,71200,0.05,30,CE,BFO-OPT,BFO
292568069,1142844,BANKEX26JAN58200CE,"BANKEX",0,2026-01-29,58200,0.05,30,CE,BFO-OPT,BFO
292570373,1142853,BANKEX26JAN65200PE,"BANKEX",0,2026-01-29,65200,0.05,30,PE,BFO-OPT,BFO
292571141,1142856,BANKEX26JAN67500PE,"BANKEX",0,2026-01-29,67500,0.05,30,PE,BFO-OPT,BFO
292583685,1142905,BANKEX26JAN61500PE,"BANKEX",0,2026-01-29,61500,0.05,30,PE,BFO-OPT,BFO
292588549,1142924,BANKEX26JAN68200CE,"BANKEX",0,2026-01-29,68200,0.05,30,CE,BFO-OPT,BFO
292604421,1142986,BANKEX26JAN62200CE,"BANKEX",0,2026-01-29,62200,0.05,30,CE,BFO-OPT,BFO
292604933,1142988,BANKEX26JAN64500CE,"BANKEX",0,2026-01-29,64500,0.05,30,CE,BFO-OPT,BFO
292606469,1142994,BANKEX26JAN66800CE,"BANKEX",0,2026-01-29,66800,0.05,30,CE,BFO-OPT,BFO
292609797,1143007,BANKEX26JAN71500PE,"BANKEX",0,2026-01-29,71500,0.05,30,PE,BFO-OPT,BFO
292619269,1143044,BANKEX26JAN60800CE,"BANKEX",0,2026-01-29,60800,0.05,30,CE,BFO-OPT,BFO
292641541,1143131,BANKEX26JAN58500PE,"BANKEX",0,2026-01-29,58500,0.05,30,PE,BFO-OPT,BFO
292642565,1143135,BANKEX26JAN70800CE,"BANKEX",0,2026-01-29,70800,0.05,30,CE,BFO-OPT,BFO
292663045,1143215,BANKEX26JAN66200PE,"BANKEX",0,2026-01-29,66200,0.05,30,PE,BFO-OPT,BFO
292665093,1143223,BANKEX26JAN68500PE,"BANKEX",0,2026-01-29,68500,0.05,30,PE,BFO-OPT,BFO
292679941,1143281,BANKEX26JAN62500PE,"BANKEX",0,2026-01-29,62500,0.05,30,PE,BFO-OPT,BFO
292684549,1143299,BANKEX26JAN64800PE,"BANKEX",0,2026-01-29,64800,0.05,30,PE,BFO-OPT,BFO
292702981,1143371,BANKEX26JAN71400CE,"BANKEX",0,2026-01-29,71400,0.05,30,CE,BFO-OPT,BFO
292743429,1143529,BANKEX26JAN58400CE,"BANKEX",0,2026-01-29,58400,0.05,30,CE,BFO-OPT,BFO
292748293,1143548,BANKEX26JAN63100PE,"BANKEX",0,2026-01-29,63100,0.05,30,PE,BFO-OPT,BFO
292772613,1143643,BANKEX26JAN66100CE,"BANKEX",0,2026-01-29,66100,0.05,30,CE,BFO-OPT,BFO
292773381,1143646,BANKEX26JAN68400CE,"BANKEX",0,2026-01-29,68400,0.05,30,CE,BFO-OPT,BFO
292793605,1143725,BANKEX26JAN60100CE,"BANKEX",0,2026-01-29,60100,0.05,30,CE,BFO-OPT,BFO
292794885,1143730,BANKEX26JAN62400CE,"BANKEX",0,2026-01-29,62400,0.05,30,CE,BFO-OPT,BFO
292797957,1143742,BANKEX26JAN64700CE,"BANKEX",0,2026-01-29,64700,0.05,30,CE,BFO-OPT,BFO
292803845,1143765,BANKEX26JAN71700PE,"BANKEX",0,2026-01-29,71700,0.05,30,PE,BFO-OPT,BFO
292819717,1143827,BANKEX26JAN72400CE,"BANKEX",0,2026-01-29,72400,0.05,30,CE,BFO-OPT,BFO
292838917,1143902,BANKEX26JAN58700PE,"BANKEX",0,2026-01-29,58700,0.05,30,PE,BFO-OPT,BFO
292858885,1143980,BANKEX26JAN64100PE,"BANKEX",0,2026-01-29,64100,0.05,30,PE,BFO-OPT,BFO
292860165,1143985,BANKEX26JAN66400PE,"BANKEX",0,2026-01-29,66400,0.05,30,PE,BFO-OPT,BFO
292861445,1143990,BANKEX26JAN68700PE,"BANKEX",0,2026-01-29,68700,0.05,30,PE,BFO-OPT,BFO
292876037,1144047,BANKEX26JAN60400PE,"BANKEX",0,2026-01-29,60400,0.05,30,PE,BFO-OPT,BFO
292877317,1144052,BANKEX26JAN62700PE,"BANKEX",0,2026-01-29,62700,0.05,30,PE,BFO-OPT,BFO
292909061,1144176,BANKEX26JAN72700PE,"BANKEX",0,2026-01-29,72700,0.05,30,PE,BFO-OPT,BFO
292937221,1144286,BANKEX26JAN58600CE,"BANKEX",0,2026-01-29,58600,0.05,30,CE,BFO-OPT,BFO
292943877,1144312,BANKEX26JAN61000PE,"BANKEX",0,2026-01-29,61000,0.05,30,PE,BFO-OPT,BFO
292966405,1144400,BANKEX26JAN64000CE,"BANKEX",0,2026-01-29,64000,0.05,30,CE,BFO-OPT,BFO
292969989,1144414,BANKEX26JAN66300CE,"BANKEX",0,2026-01-29,66300,0.05,30,CE,BFO-OPT,BFO
292971269,1144419,BANKEX26JAN68600CE,"BANKEX",0,2026-01-29,68600,0.05,30,CE,BFO-OPT,BFO
292977669,1144444,BANKEX26JAN71000PE,"BANKEX",0,2026-01-29,71000,0.05,30,PE,BFO-OPT,BFO
292992261,1144501,BANKEX26JAN60300CE,"BANKEX",0,2026-01-29,60300,0.05,30,CE,BFO-OPT,BFO
292994309,1144509,BANKEX26JAN62600CE,"BANKEX",0,2026-01-29,62600,0.05,30,CE,BFO-OPT,BFO
292994821,1144511,BANKEX26JAN64900CE,"BANKEX",0,2026-01-29,64900,0.05,30,CE,BFO-OPT,BFO
293022725,1144620,BANKEX26JAN58000PE,"BANKEX",0,2026-01-29,58000,0.05,30,PE,BFO-OPT,BFO
293023749,1144624,BANKEX26JAN70300CE,"BANKEX",0,2026-01-29,70300,0.05,30,CE,BFO-OPT,BFO
293028101,1144641,BANKEX26JAN72600CE,"BANKEX",0,2026-01-29,72600,0.05,30,CE,BFO-OPT,BFO
293056517,1144752,BANKEX26JAN58900PE,"BANKEX",0,2026-01-29,58900,0.05,30,PE,BFO-OPT,BFO
293062149,1144774,BANKEX26JAN68000PE,"BANKEX",0,2026-01-29,68000,0.05,30,PE,BFO-OPT,BFO
293085189,1144864,BANKEX26JAN62000PE,"BANKEX",0,2026-01-29,62000,0.05,30,PE,BFO-OPT,BFO
293089285,1144880,BANKEX26JAN64300PE,"BANKEX",0,2026-01-29,64300,0.05,30,PE,BFO-OPT,BFO
293091589,1144889,BANKEX26JAN66600PE,"BANKEX",0,2026-01-29,66600,0.05,30,PE,BFO-OPT,BFO
293095173,1144903,BANKEX26JAN68900PE,"BANKEX",0,2026-01-29,68900,0.05,30,PE,BFO-OPT,BFO
293112581,1144971,BANKEX26JAN60600PE,"BANKEX",0,2026-01-29,60600,0.05,30,PE,BFO-OPT,BFO
293115909,1144984,BANKEX26JAN62900PE,"BANKEX",0,2026-01-29,62900,0.05,30,PE,BFO-OPT,BFO
293152773,1145128,BANKEX26JAN70600PE,"BANKEX",0,2026-01-29,70600,0.05,30,PE,BFO-OPT,BFO
293196293,1145298,BANKEX26JAN58800CE,"BANKEX",0,2026-01-29,58800,0.05,30,CE,BFO-OPT,BFO
293225733,1145413,BANKEX26JAN64200CE,"BANKEX",0,2026-01-29,64200,0.05,30,CE,BFO-OPT,BFO
293230085,1145430,BANKEX26JAN66500CE,"BANKEX",0,2026-01-29,66500,0.05,30,CE,BFO-OPT,BFO
293232645,1145440,BANKEX26JAN68800CE,"BANKEX",0,2026-01-29,68800,0.05,30,CE,BFO-OPT,BFO
293235205,1145450,BANKEX26JAN71200PE,"BANKEX",0,2026-01-29,71200,0.05,30,PE,BFO-OPT,BFO
293253893,1145523,BANKEX26JAN60500CE,"BANKEX",0,2026-01-29,60500,0.05,30,CE,BFO-OPT,BFO
293257221,1145536,BANKEX26JAN62800CE,"BANKEX",0,2026-01-29,62800,0.05,30,CE,BFO-OPT,BFO
293291013,1145668,BANKEX26JAN58200PE,"BANKEX",0,2026-01-29,58200,0.05,30,PE,BFO-OPT,BFO
293292037,1145672,BANKEX26JAN70500CE,"BANKEX",0,2026-01-29,70500,0.05,30,CE,BFO-OPT,BFO
293295365,1145685,BANKEX26JAN72800CE,"BANKEX",0,2026-01-29,72800,0.05,30,CE,BFO-OPT,BFO
293324037,1145797,BANKEX26JAN68200PE,"BANKEX",0,2026-01-29,68200,0.05,30,PE,BFO-OPT,BFO
293341445,1145865,BANKEX26JAN59800CE,"BANKEX",0,2026-01-29,59800,0.05,30,CE,BFO-OPT,BFO
293349637,1145897,BANKEX26JAN62200PE,"BANKEX",0,2026-01-29,62200,0.05,30,PE,BFO-OPT,BFO
293350917,1145902,BANKEX26JAN64500PE,"BANKEX",0,2026-01-29,64500,0.05,30,PE,BFO-OPT,BFO
293353733,1145913,BANKEX26JAN66800PE,"BANKEX",0,2026-01-29,66800,0.05,30,PE,BFO-OPT,BFO
293378821,1146011,BANKEX26JAN60800PE,"BANKEX",0,2026-01-29,60800,0.05,30,PE,BFO-OPT,BFO
293388293,1146048,BANKEX26JAN72200PE,"BANKEX",0,2026-01-29,72200,0.05,30,PE,BFO-OPT,BFO
293415173,1146153,BANKEX26JAN70800PE,"BANKEX",0,2026-01-29,70800,0.05,30,PE,BFO-OPT,BFO
293428997,1146207,BANKEX26JAN58100CE,"BANKEX",0,2026-01-29,58100,0.05,30,CE,BFO-OPT,BFO
293456645,1146315,BANKEX26JAN68100CE,"BANKEX",0,2026-01-29,68100,0.05,30,CE,BFO-OPT,BFO
293467653,1146358,BANKEX26JAN62100CE,"BANKEX",0,2026-01-29,62100,0.05,30,CE,BFO-OPT,BFO
293470213,1146368,BANKEX26JAN64400CE,"BANKEX",0,2026-01-29,64400,0.05,30,CE,BFO-OPT,BFO
293471493,1146373,BANKEX26JAN66700CE,"BANKEX",0,2026-01-29,66700,0.05,30,CE,BFO-OPT,BFO
293490181,1146446,BANKEX26JAN60700CE,"BANKEX",0,2026-01-29,60700,0.05,30,CE,BFO-OPT,BFO
293499141,1146481,BANKEX26JAN72100CE,"BANKEX",0,2026-01-29,72100,0.05,30,CE,BFO-OPT,BFO
293521925,1146570,BANKEX26JAN58400PE,"BANKEX",0,2026-01-29,58400,0.05,30,PE,BFO-OPT,BFO
293524229,1146579,BANKEX26JAN70700CE,"BANKEX",0,2026-01-29,70700,0.05,30,CE,BFO-OPT,BFO
293548037,1146672,BANKEX26JAN66100PE,"BANKEX",0,2026-01-29,66100,0.05,30,PE,BFO-OPT,BFO
293550853,1146683,BANKEX26JAN68400PE,"BANKEX",0,2026-01-29,68400,0.05,30,PE,BFO-OPT,BFO
293570821,1146761,BANKEX26JAN60100PE,"BANKEX",0,2026-01-29,60100,0.05,30,PE,BFO-OPT,BFO
293572101,1146766,BANKEX26JAN62400PE,"BANKEX",0,2026-01-29,62400,0.05,30,PE,BFO-OPT,BFO
293576709,1146784,BANKEX26JAN64700PE,"BANKEX",0,2026-01-29,64700,0.05,30,PE,BFO-OPT,BFO
293607685,1146905,BANKEX26JAN70100PE,"BANKEX",0,2026-01-29,70100,0.05,30,PE,BFO-OPT,BFO
293611781,1146921,BANKEX26JAN72400PE,"BANKEX",0,2026-01-29,72400,0.05,30,PE,BFO-OPT,BFO
293641221,1147036,BANKEX26JAN58300CE,"BANKEX",0,2026-01-29,58300,0.05,30,CE,BFO-OPT,BFO
293670917,1147152,BANKEX26JAN66000CE,"BANKEX",0,2026-01-29,66000,0.05,30,CE,BFO-OPT,BFO
293672709,1147159,BANKEX26JAN68300CE,"BANKEX",0,2026-01-29,68300,0.05,30,CE,BFO-OPT,BFO
293685253,1147208,BANKEX26JAN60000CE,"BANKEX",0,2026-01-29,60000,0.05,30,CE,BFO-OPT,BFO
293687301,1147216,BANKEX26JAN62300CE,"BANKEX",0,2026-01-29,62300,0.05,30,CE,BFO-OPT,BFO
293689349,1147224,BANKEX26JAN64600CE,"BANKEX",0,2026-01-29,64600,0.05,30,CE,BFO-OPT,BFO
293691397,1147232,BANKEX26JAN66900CE,"BANKEX",0,2026-01-29,66900,0.05,30,CE,BFO-OPT,BFO
293702917,1147277,BANKEX26JAN60900CE,"BANKEX",0,2026-01-29,60900,0.05,30,CE,BFO-OPT,BFO
293708293,1147298,BANKEX26JAN70000CE,"BANKEX",0,2026-01-29,70000,0.05,30,CE,BFO-OPT,BFO
293709317,1147302,BANKEX26JAN72300CE,"BANKEX",0,2026-01-29,72300,0.05,30,CE,BFO-OPT,BFO
293726213,1147368,BANKEX26JAN58600PE,"BANKEX",0,2026-01-29,58600,0.05,30,PE,BFO-OPT,BFO
293726725,1147370,BANKEX26JAN70900CE,"BANKEX",0,2026-01-29,70900,0.05,30,CE,BFO-OPT,BFO
293741829,1147429,BANKEX26JAN59300CE,"BANKEX",0,2026-01-29,59300,0.05,30,CE,BFO-OPT,BFO
293744389,1147439,BANKEX26JAN64000PE,"BANKEX",0,2026-01-29,64000,0.05,30,PE,BFO-OPT,BFO
293744901,1147441,BANKEX26JAN66300PE,"BANKEX",0,2026-01-29,66300,0.05,30,PE,BFO-OPT,BFO
293746949,1147449,BANKEX26JAN68600PE,"BANKEX",0,2026-01-29,68600,0.05,30,PE,BFO-OPT,BFO
293756165,1147485,BANKEX26JAN57900CE,"BANKEX",0,2026-01-29,57900,0.05,30,CE,BFO-OPT,BFO
293758725,1147495,BANKEX26JAN60300PE,"BANKEX",0,2026-01-29,60300,0.05,30,PE,BFO-OPT,BFO
293761797,1147507,BANKEX26JAN62600PE,"BANKEX",0,2026-01-29,62600,0.05,30,PE,BFO-OPT,BFO
293764613,1147518,BANKEX26JAN64900PE,"BANKEX",0,2026-01-29,64900,0.05,30,PE,BFO-OPT,BFO
293765125,1147520,BANKEX26JAN69300CE,"BANKEX",0,2026-01-29,69300,0.05,30,CE,BFO-OPT,BFO
293782789,1147589,BANKEX26JAN65600CE,"BANKEX",0,2026-01-29,65600,0.05,30,CE,BFO-OPT,BFO
293784325,1147595,BANKEX26JAN67900CE,"BANKEX",0,2026-01-29,67900,0.05,30,CE,BFO-OPT,BFO
293787397,1147607,BANKEX26JAN70300PE,"BANKEX",0,2026-01-29,70300,0.05,30,PE,BFO-OPT,BFO
293789957,1147617,BANKEX26JAN72600PE,"BANKEX",0,2026-01-29,72600,0.05,30,PE,BFO-OPT,BFO
293799941,1147656,BANKEX26JAN61900CE,"BANKEX",0,2026-01-29,61900,0.05,30,CE,BFO-OPT,BFO
293822469,1147744,BANKEX26JAN59600PE,"BANKEX",0,2026-01-29,59600,0.05,30,PE,BFO-OPT,BFO
293840901,1147816,BANKEX26JAN66200CE,"BANKEX",0,2026-01-29,66200,0.05,30,CE,BFO-OPT,BFO
293843461,1147826,BANKEX26JAN68500CE,"BANKEX",0,2026-01-29,68500,0.05,30,CE,BFO-OPT,BFO
293859333,1147888,BANKEX26JAN60200CE,"BANKEX",0,2026-01-29,60200,0.05,30,CE,BFO-OPT,BFO
293862149,1147899,BANKEX26JAN62500CE,"BANKEX",0,2026-01-29,62500,0.05,30,CE,BFO-OPT,BFO
293863685,1147905,BANKEX26JAN64800CE,"BANKEX",0,2026-01-29,64800,0.05,30,CE,BFO-OPT,BFO
293886725,1147995,BANKEX26JAN70200CE,"BANKEX",0,2026-01-29,70200,0.05,30,CE,BFO-OPT,BFO
293889797,1148007,BANKEX26JAN72500CE,"BANKEX",0,2026-01-29,72500,0.05,30,CE,BFO-OPT,BFO
