instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
121034247,472790,CRUDEOILM26MARFUT,"CRUDEOILM",0,2026-03-19,0,1,1,FUT,MCX-FUT,MCX
124544775,486503,CRUDEOILM26APRFUT,"CRUDEOILM",0,2026-04-20,0,1,1,FUT,MCX-FUT,MCX
125002503,488291,CRUDEOILM26MAYFUT,"CRUDEOILM",0,2026-05-18,0,1,1,FUT,MCX-FUT,MCX
127768583,499096,CRUDEOILM26JUNFUT,"CRUDEOILM",0,2026-06-18,0,1,1,FUT,MCX-FUT,MCX
119744263,467751,ELECDMBL25DECFUT,"ELECDMBL",0,2025-12-30,0,1,1,FUT,MCX-FUT,MCX
122159367,477185,ELECDMBL26JANFUT,"ELECDMBL",0,2026-01-30,0,1,1,FUT,MCX-FUT,MCX
124844807,487675,ELECDMBL26FEBFUT,"ELECDMBL",0,2026-02-27,0,1,1,FUT,MCX-FUT,MCX
125133575,488803,ELECDMBL26MARFUT,"ELECDMBL",0,2026-03-30,0,1,1,FUT,MCX-FUT,MCX
115080711,449534,GOLD26FEBFUT,"GOLD",0,2026-02-05,0,1,1,FUT,MCX-FUT,MCX
116433415,454818,GOLD26APRFUT,"GOLD",0,2026-04-02,0,1,1,FUT,MCX-FUT,MCX
117574919,459277,GOLD26JUNFUT,"GOLD",0,2026-06-05,0,1,1,FUT,MCX-FUT,MCX
119445255,466583,GOLD26AUGFUT,"GOLD",0,2026-08-05,0,1,1,FUT,MCX-FUT,MCX
123668231,483079,GOLD26OCTFUT,"GOLD",0,2026-10-05,0,1,1,FUT,MCX-FUT,MCX
126774535,495213,GOLD26DECFUT,"GOLD",0,2026-12-04,0,1,1,FUT,MCX-FUT,MCX
119741447,467740,GOLDGUINEA25DECFUT,"GOLDGUINEA",0,2025-12-31,0,1,1,FUT,MCX-FUT,MCX
121032967,472785,GOLDGUINEA26JANFUT,"GOLDGUINEA",0,2026-01-30,0,1,1,FUT,MCX-FUT,MCX
121033223,472786,GOLDGUINEA26FEBFUT,"GOLDGUINEA",0,2026-02-27,0,1,1,FUT,MCX-FUT,MCX
122156551,477174,GOLDGUINEA26MARFUT,"GOLDGUINEA",0,2026-03-31,0,1,1,FUT,MCX-FUT,MCX
124841991,487664,GOLDGUINEA26APRFUT,"GOLDGUINEA",0,2026-04-30,0,1,1,FUT,MCX-FUT,MCX
125128967,488785,GOLDGUINEA26MAYFUT,"GOLDGUINEA",0,2026-05-29,0,1,1,FUT,MCX-FUT,MCX
121031431,472779,GOLDM26JANFUT,"GOLDM",0,2026-01-05,0,1,1,FUT,MCX-FUT,MCX
121031687,472780,GOLDM26FEBFUT,"GOLDM",0,2026-02-05,0,1,1,FUT,MCX-FUT,MCX
121031943,472781,GOLDM26MARFUT,"GOLDM",0,2026-03-05,0,1,1,FUT,MCX-FUT,MCX
122343431,477904,GOLDM26APRFUT,"GOLDM",0,2026-04-03,0,1,1,FUT,MCX-FUT,MCX
124881671,487819,GOLDM26MAYFUT,"GOLDM",0,2026-05-05,0,1,1,FUT,MCX-FUT,MCX
125882119,491727,GOLDM26JUNFUT,"GOLDM",0,2026-06-05,0,1,1,FUT,MCX-FUT,MCX
119741703,467741,GOLDPETAL25DECFUT,"GOLDPETAL",0,2025-12-31,0,1,1,FUT,MCX-FUT,MCX
121033479,472787,GOLDPETAL26JANFUT,"GOLDPETAL",0,2026-01-30,0,1,1,FUT,MCX-FUT,MCX
121033735,472788,GOLDPETAL26FEBFUT,"GOLDPETAL",0,2026-02-27,0,1,1,FUT,MCX-FUT,MCX
122156807,477175,GOLDPETAL26MARFUT,"GOLDPETAL",0,2026-03-31,0,1,1,FUT,MCX-FUT,MCX
124842247,487665,GOLDPETAL26APRFUT,"GOLDPETAL",0,2026-04-30,0,1,1,FUT,MCX-FUT,MCX
125132295,488798,GOLDPETAL26MAYFUT,"GOLDPETAL",0,2026-05-29,0,1,1,FUT,MCX-FUT,MCX
121032199,472782,GOLDTEN25DECFUT,"GOLDTEN",0,2025-12-31,0,1,1,FUT,MCX-FUT,MCX
121032455,472783,GOLDTEN26JANFUT,"GOLDTEN",0,2026-01-30,0,1,1,FUT,MCX-FUT,MCX
121032711,472784,GOLDTEN26FEBFUT,"GOLDTEN",0,2026-02-27,0,1,1,FUT,MCX-FUT,MCX
122157063,477176,GOLDTEN26MARFUT,"GOLDTEN",0,2026-03-31,0,1,1,FUT,MCX-FUT,MCX
124842503,487666,GOLDTEN26APRFUT,"GOLDTEN",0,2026-04-30,0,1,1,FUT,MCX-FUT,MCX
125129479,488787,GOLDTEN26MAYFUT,"GOLDTEN",0,2026-05-29,0,1,1,FUT,MCX-FUT,MCX
114730503,448166,KAPAS26FEBFUT,"KAPAS",0,2026-02-27,0,0.5,1,FUT,MCX-FUT,MCX
115930631,452854,KAPAS26APRFUT,"KAPAS",0,2026-04-30,0,0.5,1,FUT,MCX-FUT,MCX
124843271,487669,KAPAS26NOVFUT,"KAPAS",0,2026-11-30,0,0.5,1,FUT,MCX-FUT,MCX
119300103,466016,LEAD25DECFUT,"LEAD",0,2025-12-31,0,0.05,1,FUT,MCX-FUT,MCX
119739911,467734,LEAD26JANFUT,"LEAD",0,2026-01-30,0,0.05,1,FUT,MCX-FUT,MCX
122155015,477168,LEAD26FEBFUT,"LEAD",0,2026-02-27,0,0.05,1,FUT,MCX-FUT,MCX
124840455,487658,LEAD26MARFUT,"LEAD",0,2026-03-31,0,0.05,1,FUT,MCX-FUT,MCX
125130759,488792,LEAD26APRFUT,"LEAD",0,2026-04-30,0,0.05,1,FUT,MCX-FUT,MCX
119300359,466017,LEADMINI25DECFUT,"LEADMINI",0,2025-12-31,0,0.05,1,FUT,MCX-FUT,MCX
119740167,467735,LEADMINI26JANFUT,"LEADMINI",0,2026-01-30,0,0.05,1,FUT,MCX-FUT,MCX
122155271,477169,LEADMINI26FEBFUT,"LEADMINI",0,2026-02-27,0,0.05,1,FUT,MCX-FUT,MCX
124840711,487659,LEADMINI26MARFUT,"LEADMINI",0,2026-03-31,0,0.05,1,FUT,MCX-FUT,MCX
125131015,488793,LEADMINI26APRFUT,"LEADMINI",0,2026-04-30,0,0.05,1,FUT,MCX-FUT,MCX
121034503,472791,MCXBULLDEX25DECFUT,"MCXBULLDEX",0,2025-12-31,0,1,1,FUT,MCX-FUT,MCX
124478215,486243,MCXBULLDEX26JANFUT,"MCXBULLDEX",0,2026-01-27,0,1,1,FUT,MCX-FUT,MCX
125001991,488289,MCXBULLDEX26FEBFUT,"MCXBULLDEX",0,2026-02-24,0,1,1,FUT,MCX-FUT,MCX
127822087,499305,MCXBULLDEX26MARFUT,"MCXBULLDEX",0,2026-03-24,0,1,1,FUT,MCX-FUT,MCX
123666695,483073,MCXMETLDEX26JANFUT,"MCXMETLDEX",0,2026-01-22,0,1,1,FUT,MCX-FUT,MCX
125000199,488282,MCXMETLDEX26FEBFUT,"MCXMETLDEX",0,2026-02-20,0,1,1,FUT,MCX-FUT,MCX
126650375,494728,MCXMETLDEX26MARFUT,"MCXMETLDEX",0,2026-03-24,0,1,1,FUT,MCX-FUT,MCX
118596615,463268,MENTHAOIL25DECFUT,"MENTHAOIL",0,2025-12-31,0,0.1,1,FUT,MCX-FUT,MCX
119304455,466033,MENTHAOIL26JANFUT,"MENTHAOIL",0,2026-01-30,0,0.1,1,FUT,MCX-FUT,MCX
119744007,467750,MENTHAOIL26FEBFUT,"MENTHAOIL",0,2026-02-27,0,0.1,1,FUT,MCX-FUT,MCX
122159111,477184,MENTHAOIL26MARFUT,"MENTHAOIL",0,2026-03-31,0,0.1,1,FUT,MCX-FUT,MCX
124843527,487670,MENTHAOIL26APRFUT,"MENTHAOIL",0,2026-04-30,0,0.1,1,FUT,MCX-FUT,MCX
125133319,488802,MENTHAOIL26MAYFUT,"MENTHAOIL",0,2026-05-29,0,0.1,1,FUT,MCX-FUT,MCX
118530055,463008,NATGASMINI25DECFUT,"NATGASMINI",0,2025-12-26,0,0.1,1,FUT,MCX-FUT,MCX
119257607,465850,NATGASMINI26JANFUT,"NATGASMINI",0,2026-01-27,0,0.1,1,FUT,MCX-FUT,MCX
119650823,467386,NATGASMINI26FEBFUT,"NATGASMINI",0,2026-02-24,0,0.1,1,FUT,MCX-FUT,MCX
121628679,475112,NATGASMINI26MARFUT,"NATGASMINI",0,2026-03-26,0,0.1,1,FUT,MCX-FUT,MCX
124791303,487466,NATGASMINI26APRFUT,"NATGASMINI",0,2026-04-27,0,0.1,1,FUT,MCX-FUT,MCX
125057543,488506,NATGASMINI26MAYFUT,"NATGASMINI",0,2026-05-26,0,0.1,1,FUT,MCX-FUT,MCX
118529799,463007,NATURALGAS25DECFUT,"NATURALGAS",0,2025-12-26,0,0.1,1,FUT,MCX-FUT,MCX
119257351,465849,NATURALGAS26JANFUT,"NATURALGAS",0,2026-01-27,0,0.1,1,FUT,MCX-FUT,MCX
119650567,467385,NATURALGAS26FEBFUT,"NATURALGAS",0,2026-02-24,0,0.1,1,FUT,MCX-FUT,MCX
121628423,475111,NATURALGAS26MARFUT,"NATURALGAS",0,2026-03-26,0,0.1,1,FUT,MCX-FUT,MCX
124791047,487465,NATURALGAS26APRFUT,"NATURALGAS",0,2026-04-27,0,0.1,1,FUT,MCX-FUT,MCX
125057287,488505,NATURALGAS26MAYFUT,"NATURALGAS",0,2026-05-26,0,0.1,1,FUT,MCX-FUT,MCX
119741191,467739,NICKEL26JANFUT,"NICKEL",0,2026-01-21,0,0.1,1,FUT,MCX-FUT,MCX
122156295,477173,NICKEL26FEBFUT,"NICKEL",0,2026-02-18,0,0.1,1,FUT,MCX-FUT,MCX
124840967,487660,NICKEL26MARFUT,"NICKEL",0,2026-03-18,0,0.1,1,FUT,MCX-FUT,MCX
125131783,488796,NICKEL26APRFUT,"NICKEL",0,2026-04-15,0,0.1,1,FUT,MCX-FUT,MCX
115626503,451666,SILVER26MARFUT,"SILVER",0,2026-03-05,0,1,1,FUT,MCX-FUT,MCX
117128199,457532,SILVER26MAYFUT,"SILVER",0,2026-05-05,0,1,1,FUT,MCX-FUT,MCX
118822407,464150,SILVER26JULFUT,"SILVER",0,2026-07-03,0,1,1,FUT,MCX-FUT,MCX
120761607,471725,SILVER26SEPFUT,"SILVER",0,2026-09-04,0,1,1,FUT,MCX-FUT,MCX
126774791,495214,SILVER26DECFUT,"SILVER",0,2026-12-04,0,1,1,FUT,MCX-FUT,MCX
115627271,451669,SILVERM26FEBFUT,"SILVERM",0,2026-02-27,0,1,1,FUT,MCX-FUT,MCX
117128455,457533,SILVERM26APRFUT,"SILVERM",0,2026-04-30,0,1,1,FUT,MCX-FUT,MCX
118822663,464151,SILVERM26JUNFUT,"SILVERM",0,2026-06-30,0,1,1,FUT,MCX-FUT,MCX
120761863,471726,SILVERM26AUGFUT,"SILVERM",0,2026-08-31,0,1,1,FUT,MCX-FUT,MCX
123668487,483080,SILVERM26NOVFUT,"SILVERM",0,2026-11-30,0,1,1,FUT,MCX-FUT,MCX
117326087,458305,SILVERMIC26FEBFUT,"SILVERMIC",0,2026-02-27,0,1,1,FUT,MCX-FUT,MCX
119303431,466029,SILVERMIC26APRFUT,"SILVERMIC",0,2026-04-30,0,1,1,FUT,MCX-FUT,MCX
122157319,477177,SILVERMIC26JUNFUT,"SILVERMIC",0,2026-06-30,0,1,1,FUT,MCX-FUT,MCX
125129735,488788,SILVERMIC26AUGFUT,"SILVERMIC",0,2026-08-31,0,1,1,FUT,MCX-FUT,MCX
119300871,466019,STEELREBAR25DECFUT,"STEELREBAR",0,2025-12-31,0,10,1,FUT,MCX-FUT,MCX
119740423,467736,STEELREBAR26JANFUT,"STEELREBAR",0,2026-01-30,0,10,1,FUT,MCX-FUT,MCX
122155527,477170,STEELREBAR26FEBFUT,"STEELREBAR",0,2026-02-27,0,10,1,FUT,MCX-FUT,MCX
124841223,487661,STEELREBAR26MARFUT,"STEELREBAR",0,2026-03-31,0,10,1,FUT,MCX-FUT,MCX
125132039,488797,STEELREBAR26APRFUT,"STEELREBAR",0,2026-04-30,0,10,1,FUT,MCX-FUT,MCX
119301127,466020,ZINC25DECFUT,"ZINC",0,2025-12-31,0,0.05,1,FUT,MCX-FUT,MCX
119740679,467737,ZINC26JANFUT,"ZINC",0,2026-01-30,0,0.05,1,FUT,MCX-FUT,MCX
122155783,477171,ZINC26FEBFUT,"ZINC",0,2026-02-27,0,0.05,1,FUT,MCX-FUT,MCX
124841479,487662,ZINC26MARFUT,"ZINC",0,2026-03-31,0,0.05,1,FUT,MCX-FUT,MCX
125131271,488794,ZINC26APRFUT,"ZINC",0,2026-04-30,0,0.05,1,FUT,MCX-FUT,MCX
119301383,466021,ZINCMINI25DECFUT,"ZINCMINI",0,2025-12-31,0,0.05,1,FUT,MCX-FUT,MCX
119740935,467738,ZINCMINI26JANFUT,"ZINCMINI",0,2026-01-30,0,0.05,1,FUT,MCX-FUT,MCX
122156039,477172,ZINCMINI26FEBFUT,"ZINCMINI",0,2026-02-27,0,0.05,1,FUT,MCX-FUT,MCX
124841735,487663,ZINCMINI26MARFUT,"ZINCMINI",0,2026-03-31,0,0.05,1,FUT,MCX-FUT,MCX
125131527,488795,ZINCMINI26APRFUT,"ZINCMINI",0,2026-04-30,0,0.05,1,FUT,MCX-FUT,MCX
122157575,477178,COPPER26JAN970CE,"COPPER",0,2026-01-22,970,0.01,1,CE,MCX-OPT,MCX
122157831,477179,COPPER26JAN970PE,"COPPER",0,2026-01-22,970,0.01,1,PE,MCX-OPT,MCX
122159623,477186,COPPER26JAN965CE,"COPPER",0,2026-01-22,965,0.01,1,CE,MCX-OPT,MCX
122159879,477187,COPPER26JAN960CE,"COPPER",0,2026-01-22,960,0.01,1,CE,MCX-OPT,MCX
122160135,477188,COPPER26JAN955CE,"COPPER",0,2026-01-22,955,0.01,1,CE,MCX-OPT,MCX
122160391,477189,COPPER26JAN950CE,"COPPER",0,2026-01-22,950,0.01,1,CE,MCX-OPT,MCX
122160647,477190,COPPER26JAN945CE,"COPPER",0,2026-01-22,945,0.01,1,CE,MCX-OPT,MCX
122160903,477191,COPPER26JAN940CE,"COPPER",0,2026-01-22,940,0.01,1,CE,MCX-OPT,MCX
122161159,477192,COPPER26JAN935CE,"COPPER",0,2026-01-22,935,0.01,1,CE,MCX-OPT,MCX
122161415,477193,COPPER26JAN975CE,"COPPER",0,2026-01-22,975,0.01,1,CE,MCX-OPT,MCX
122161671,477194,COPPER26JAN980CE,"COPPER",0,2026-01-22,980,0.01,1,CE,MCX-OPT,MCX
122161927,477195,COPPER26JAN985CE,"COPPER",0,2026-01-22,985,0.01,1,CE,MCX-OPT,MCX
122162183,477196,COPPER26JAN990CE,"COPPER",0,2026-01-22,990,0.01,1,CE,MCX-OPT,MCX
122162439,477197,COPPER26JAN995CE,"COPPER",0,2026-01-22,995,0.01,1,CE,MCX-OPT,MCX
122162695,477198,COPPER26JAN1000CE,"COPPER",0,2026-01-22,1000,0.01,1,CE,MCX-OPT,MCX
122162951,477199,COPPER26JAN1005CE,"COPPER",0,2026-01-22,1005,0.01,1,CE,MCX-OPT,MCX
122163207,477200,COPPER26JAN965PE,"COPPER",0,2026-01-22,965,0.01,1,PE,MCX-OPT,MCX
122163463,477201,COPPER26JAN960PE,"COPPER",0,2026-01-22,960,0.01,1,PE,MCX-OPT,MCX
122163719,477202,COPPER26JAN955PE,"COPPER",0,2026-01-22,955,0.01,1,PE,MCX-OPT,MCX
122163975,477203,COPPER26JAN950PE,"COPPER",0,2026-01-22,950,0.01,1,PE,MCX-OPT,MCX
122164231,477204,COPPER26JAN945PE,"COPPER",0,2026-01-22,945,0.01,1,PE,MCX-OPT,MCX
122164487,477205,COPPER26JAN940PE,"COPPER",0,2026-01-22,940,0.01,1,PE,MCX-OPT,MCX
122164743,477206,COPPER26JAN935PE,"COPPER",0,2026-01-22,935,0.01,1,PE,MCX-OPT,MCX
122164999,477207,COPPER26JAN975PE,"COPPER",0,2026-01-22,975,0.01,1,PE,MCX-OPT,MCX
122165255,477208,COPPER26JAN980PE,"COPPER",0,2026-01-22,980,0.01,1,PE,MCX-OPT,MCX
122165511,477209,COPPER26JAN985PE,"COPPER",0,2026-01-22,985,0.01,1,PE,MCX-OPT,MCX
122165767,477210,COPPER26JAN990PE,"COPPER",0,2026-01-22,990,0.01,1,PE,MCX-OPT,MCX
122166023,477211,COPPER26JAN995PE,"COPPER",0,2026-01-22,995,0.01,1,PE,MCX-OPT,MCX
122166279,477212,COPPER26JAN1000PE,"COPPER",0,2026-01-22,1000,0.01,1,PE,MCX-OPT,MCX
122166535,477213,COPPER26JAN1005PE,"COPPER",0,2026-01-22,1005,0.01,1,PE,MCX-OPT,MCX
122257927,477570,COPPER26JAN930CE,"COPPER",0,2026-01-22,930,0.01,1,CE,MCX-OPT,MCX
122258183,477571,COPPER26JAN930PE,"COPPER",0,2026-01-22,930,0.01,1,PE,MCX-OPT,MCX
122348807,477925,COPPER26JAN1010CE,"COPPER",0,2026-01-22,1010,0.01,1,CE,MCX-OPT,MCX
122349063,477926,COPPER26JAN1015CE,"COPPER",0,2026-01-22,1015,0.01,1,CE,MCX-OPT,MCX
122349319,477927,COPPER26JAN1020CE,"COPPER",0,2026-01-22,1020,0.01,1,CE,MCX-OPT,MCX
122349575,477928,COPPER26JAN1025CE,"COPPER",0,2026-01-22,1025,0.01,1,CE,MCX-OPT,MCX
122349831,477929,COPPER26JAN1030CE,"COPPER",0,2026-01-22,1030,0.01,1,CE,MCX-OPT,MCX
122350087,477930,COPPER26JAN1035CE,"COPPER",0,2026-01-22,1035,0.01,1,CE,MCX-OPT,MCX
122354951,477949,COPPER26JAN1010PE,"COPPER",0,2026-01-22,1010,0.01,1,PE,MCX-OPT,MCX
122355207,477950,COPPER26JAN1015PE,"COPPER",0,2026-01-22,1015,0.01,1,PE,MCX-OPT,MCX
122355463,477951,COPPER26JAN1020PE,"COPPER",0,2026-01-22,1020,0.01,1,PE,MCX-OPT,MCX
122355719,477952,COPPER26JAN1025PE,"COPPER",0,2026-01-22,1025,0.01,1,PE,MCX-OPT,MCX
122355975,477953,COPPER26JAN1030PE,"COPPER",0,2026-01-22,1030,0.01,1,PE,MCX-OPT,MCX
122356231,477954,COPPER26JAN1035PE,"COPPER",0,2026-01-22,1035,0.01,1,PE,MCX-OPT,MCX
122497287,478505,COPPER26JAN1040CE,"COPPER",0,2026-01-22,1040,0.01,1,CE,MCX-OPT,MCX
122497543,478506,COPPER26JAN1045CE,"COPPER",0,2026-01-22,1045,0.01,1,CE,MCX-OPT,MCX
122497799,478507,COPPER26JAN1050CE,"COPPER",0,2026-01-22,1050,0.01,1,CE,MCX-OPT,MCX
122498055,478508,COPPER26JAN1040PE,"COPPER",0,2026-01-22,1040,0.01,1,PE,MCX-OPT,MCX
122498311,478509,COPPER26JAN1045PE,"COPPER",0,2026-01-22,1045,0.01,1,PE,MCX-OPT,MCX
122498567,478510,COPPER26JAN1050PE,"COPPER",0,2026-01-22,1050,0.01,1,PE,MCX-OPT,MCX
122803463,479701,COPPER26JAN1055CE,"COPPER",0,2026-01-22,1055,0.01,1,CE,MCX-OPT,MCX
122804231,479704,COPPER26JAN1055PE,"COPPER",0,2026-01-22,1055,0.01,1,PE,MCX-OPT,MCX
124834567,487635,COPPER26JAN1060CE,"COPPER",0,2026-01-22,1060,0.01,1,CE,MCX-OPT,MCX
124834823,487636,COPPER26JAN1065CE,"COPPER",0,2026-01-22,1065,0.01,1,CE,MCX-OPT,MCX
124835079,487637,COPPER26JAN1070CE,"COPPER",0,2026-01-22,1070,0.01,1,CE,MCX-OPT,MCX
124836359,487642,COPPER26JAN1060PE,"COPPER",0,2026-01-22,1060,0.01,1,PE,MCX-OPT,MCX
124836615,487643,COPPER26JAN1065PE,"COPPER",0,2026-01-22,1065,0.01,1,PE,MCX-OPT,MCX
124836871,487644,COPPER26JAN1070PE,"COPPER",0,2026-01-22,1070,0.01,1,PE,MCX-OPT,MCX
125135111,488809,COPPER26JAN1075CE,"COPPER",0,2026-01-22,1075,0.01,1,CE,MCX-OPT,MCX
125135367,488810,COPPER26JAN1080CE,"COPPER",0,2026-01-22,1080,0.01,1,CE,MCX-OPT,MCX
125140231,488829,COPPER26JAN1075PE,"COPPER",0,2026-01-22,1075,0.01,1,PE,MCX-OPT,MCX
125140487,488830,COPPER26JAN1080PE,"COPPER",0,2026-01-22,1080,0.01,1,PE,MCX-OPT,MCX
125416455,489908,COPPER26JAN1085CE,"COPPER",0,2026-01-22,1085,0.01,1,CE,MCX-OPT,MCX
125416711,489909,COPPER26JAN1090CE,"COPPER",0,2026-01-22,1090,0.01,1,CE,MCX-OPT,MCX
125416967,489910,COPPER26JAN1095CE,"COPPER",0,2026-01-22,1095,0.01,1,CE,MCX-OPT,MCX
125419783,489921,COPPER26JAN1085PE,"COPPER",0,2026-01-22,1085,0.01,1,PE,MCX-OPT,MCX
125420039,489922,COPPER26JAN1090PE,"COPPER",0,2026-01-22,1090,0.01,1,PE,MCX-OPT,MCX
125420295,489923,COPPER26JAN1095PE,"COPPER",0,2026-01-22,1095,0.01,1,PE,MCX-OPT,MCX
125830151,491524,COPPER26JAN1100CE,"COPPER",0,2026-01-22,1100,0.01,1,CE,MCX-OPT,MCX
125830407,491525,COPPER26JAN1105CE,"COPPER",0,2026-01-22,1105,0.01,1,CE,MCX-OPT,MCX
125830663,491526,COPPER26JAN1110CE,"COPPER",0,2026-01-22,1110,0.01,1,CE,MCX-OPT,MCX
125830919,491527,COPPER26JAN1115CE,"COPPER",0,2026-01-22,1115,0.01,1,CE,MCX-OPT,MCX
125831175,491528,COPPER26JAN1120CE,"COPPER",0,2026-01-22,1120,0.01,1,CE,MCX-OPT,MCX
125835271,491544,COPPER26JAN1100PE,"COPPER",0,2026-01-22,1100,0.01,1,PE,MCX-OPT,MCX
125835527,491545,COPPER26JAN1105PE,"COPPER",0,2026-01-22,1105,0.01,1,PE,MCX-OPT,MCX
125835783,491546,COPPER26JAN1110PE,"COPPER",0,2026-01-22,1110,0.01,1,PE,MCX-OPT,MCX
